ID,Age,Transportation expense,Distance from Residence to Work,Service time,Years until retirement,Disciplinary failure,Number of children,Social drinker,Social smoker,Number of pets,Weight,Height,Absenteeism time in hours,Day of the week_Monday,Day of the week_Saturday,Day of the week_Thursday,Day of the week_Tuesday,Day of the week_Wednesday,Seasons_Spring,Seasons_Summer,Seasons_Winter,Education_High School,Education_Master’s or PhD,Education_Postgraduate,bmi_category_Obesity Class I,bmi_category_Obesity Class II,bmi_category_Overweight,Month_sin,Month_cos,Reason_for_abs_freq
13,31,369,17,12.0,34.0,0,3,1,0,0,70.0,169,8,True,False,False,False,False,True,False,False,True,False,False,False,False,True,-0.8660254037844386,0.5000000000000001,0.0475
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,1,False,False,False,False,True,True,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,0.14
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,64,False,False,False,False,True,True,False,False,False,False,True,False,False,False,-0.8660254037844386,0.5000000000000001,0.02
5,43,235,20,13.0,22.0,1,1,1,0,0,106.0,167,0,False,False,False,False,True,True,False,False,True,False,False,False,True,False,-0.8660254037844386,0.5000000000000001,0.05375
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,16,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,0.05
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.8660254037844386,0.5000000000000001,0.14
5,43,235,20,13.0,22.0,1,1,1,0,0,106.0,167,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,-0.8660254037844386,0.5000000000000001,0.05375
5,43,235,20,13.0,22.0,0,1,1,0,0,106.0,167,2,True,False,False,False,False,True,False,False,True,False,False,False,True,False,-0.8660254037844386,0.5000000000000001,0.26125
5,43,235,20,13.0,22.0,0,1,1,0,0,106.0,167,2,True,False,False,False,False,True,False,False,True,False,False,False,True,False,-0.8660254037844386,0.5000000000000001,0.26125
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,1,False,False,False,True,False,True,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,0.14
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,4,False,False,False,True,False,True,False,False,True,False,False,False,False,True,-0.8660254037844386,0.5000000000000001,0.14
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,16,False,False,True,False,False,True,False,False,False,False,True,False,False,False,-0.8660254037844386,0.5000000000000001,0.26125
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,0.14
10,28,361,52,3.0,37.0,0,1,1,0,4,80.0,172,8,True,False,False,False,False,True,False,False,True,False,False,False,False,True,-0.8660254037844386,0.5000000000000001,0.03125
20,36,260,50,11.0,29.0,1,4,1,0,0,65.0,168,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,-0.8660254037844386,0.5000000000000001,0.05375
15,40,291,31,12.0,25.0,1,1,1,0,1,73.0,171,0,False,False,False,True,False,True,False,False,True,False,False,False,False,True,-0.8660254037844386,0.5000000000000001,0.05375
30,29,157,27,6.0,36.0,1,0,1,1,0,79.0,185,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,-0.8660254037844386,0.5000000000000001,0.05375
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,5,False,False,False,False,True,True,False,False,False,False,True,False,False,False,-0.8660254037844386,0.5000000000000001,0.02
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,5,False,False,False,False,True,True,False,False,False,False,True,False,False,False,-0.8660254037844386,0.5000000000000001,0.01875
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.8660254037844386,0.5000000000000001,0.26125
34,37,118,10,10.0,28.0,0,0,0,0,0,83.0,172,8,True,False,False,False,False,True,False,False,True,False,False,False,False,True,-0.5000000000000004,0.8660254037844384,0.0325
33,47,248,25,14.0,18.0,0,2,0,0,1,86.0,165,2,True,False,False,False,False,True,False,False,True,False,False,True,False,False,-0.5000000000000004,0.8660254037844384,0.26125
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,8,False,False,False,True,False,True,False,False,True,False,False,True,False,False,-0.5000000000000004,0.8660254037844384,0.01
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.5000000000000004,0.8660254037844384,0.14
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,3,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,-0.5000000000000004,0.8660254037844384,0.26125
23,36,378,49,11.0,29.0,0,2,0,1,4,65.0,174,8,True,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.5000000000000004,0.8660254037844384,0.02
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,120,True,False,False,False,False,True,False,False,True,False,False,False,False,True,-0.5000000000000004,0.8660254037844384,0.0325
5,43,235,20,13.0,22.0,0,1,1,0,0,106.0,167,8,True,False,False,False,False,True,False,False,True,False,False,False,True,False,-0.5000000000000004,0.8660254037844384,0.04125
18,28,330,16,4.0,37.0,1,0,0,0,0,84.0,182,0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,-0.5000000000000004,0.8660254037844384,0.05375
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,1,False,False,False,False,True,True,False,False,False,False,True,False,False,True,-0.5000000000000004,0.8660254037844384,0.02625
34,37,118,10,10.0,28.0,0,0,0,0,0,83.0,172,3,False,False,False,False,True,True,False,False,True,False,False,False,False,True,-0.5000000000000004,0.8660254037844384,0.0325
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,2,False,False,True,False,False,True,False,False,False,False,True,False,False,True,-0.5000000000000004,0.8660254037844384,0.03875
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.5000000000000004,0.8660254037844384,0.14
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,8,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.5000000000000004,0.8660254037844384,0.06875
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,4,False,False,False,False,False,True,False,False,True,False,False,False,False,True,-0.5000000000000004,0.8660254037844384,0.01
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,8,True,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.5000000000000004,0.8660254037844384,0.06875
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,1,False,False,False,True,False,True,False,False,True,False,False,True,False,False,-0.5000000000000004,0.8660254037844384,0.14
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,8,False,False,False,False,True,True,False,False,True,False,False,False,False,False,-0.5000000000000004,0.8660254037844384,0.03125
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,8,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.5000000000000004,0.8660254037844384,0.0025
23,36,378,49,11.0,29.0,1,2,0,1,4,65.0,174,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-0.5000000000000004,0.8660254037844384,0.05375
7,39,279,5,14.0,26.0,1,2,1,1,0,68.0,168,0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,-0.5000000000000004,0.8660254037844384,0.05375
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-0.5000000000000004,0.8660254037844384,0.26125
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,3,True,False,False,False,False,True,False,False,True,False,False,False,False,False,-2.4492935982947064e-16,1.0,0.01
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,2,True,False,False,False,False,True,False,False,True,False,False,True,False,False,-2.4492935982947064e-16,1.0,0.14
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,2,True,False,False,False,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,-2.4492935982947064e-16,1.0,0.14
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,3,True,False,False,False,False,True,False,False,False,False,True,False,False,True,-2.4492935982947064e-16,1.0,0.26125
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,1,False,False,False,True,False,True,False,False,True,False,False,True,False,False,-2.4492935982947064e-16,1.0,0.14
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,4,False,False,False,False,False,True,False,False,True,False,False,False,False,False,-2.4492935982947064e-16,1.0,0.14
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,4,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,8,False,False,True,False,False,True,False,False,True,False,False,False,False,False,-2.4492935982947064e-16,1.0,0.0025
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,1,False,False,True,False,False,True,False,False,True,False,False,True,False,False,-2.4492935982947064e-16,1.0,0.14
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-2.4492935982947064e-16,1.0,0.14
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,1,False,False,False,True,False,True,False,False,False,False,True,False,False,False,-2.4492935982947064e-16,1.0,0.26125
34,37,118,10,10.0,28.0,0,0,0,0,0,83.0,172,8,False,False,False,True,False,True,False,False,True,False,False,False,False,True,-2.4492935982947064e-16,1.0,0.03875
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,2,False,False,True,False,False,True,False,False,False,False,True,False,False,True,-2.4492935982947064e-16,1.0,0.03875
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False,-2.4492935982947064e-16,1.0,0.14
5,43,235,20,13.0,22.0,0,1,1,0,0,106.0,167,8,False,False,False,True,False,False,False,False,True,False,False,False,True,False,-2.4492935982947064e-16,1.0,0.06875
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,4,False,False,False,True,False,False,False,False,False,False,True,False,False,True,-2.4492935982947064e-16,1.0,0.02375
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,8,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-2.4492935982947064e-16,1.0,0.04125
30,29,157,27,6.0,36.0,0,0,1,1,0,75.0,185,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,-2.4492935982947064e-16,1.0,0.14
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,True,False,False,False,False,True,False,False,True,False,False,True,False,False,-2.4492935982947064e-16,1.0,0.14
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,8,True,False,False,False,False,False,False,False,True,False,False,True,False,False,-2.4492935982947064e-16,1.0,0.05
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,5,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.49999999999999994,0.8660254037844387,0.26125
34,37,118,10,10.0,28.0,0,0,0,0,0,89.0,172,32,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0.49999999999999994,0.8660254037844387,0.05
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,2,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0.49999999999999994,0.8660254037844387,0.26125
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,1,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.49999999999999994,0.8660254037844387,0.06875
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,1,True,False,False,False,False,True,False,False,False,False,True,False,False,True,1.0,6.123233995736766e-17,0.26125
14,34,155,12,14.0,31.0,0,2,1,0,0,95.0,196,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.49999999999999994,0.8660254037844387,0.26125
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,8,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.49999999999999994,0.8660254037844387,0.04125
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,8,False,False,False,False,True,False,False,False,True,False,False,False,False,True,0.49999999999999994,0.8660254037844387,0.00125
5,43,235,20,13.0,22.0,0,1,1,0,0,106.0,167,8,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0.49999999999999994,0.8660254037844387,0.04125
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,4,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.49999999999999994,0.8660254037844387,0.04125
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.49999999999999994,0.8660254037844387,0.14
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.49999999999999994,0.8660254037844387,0.14
34,37,118,10,10.0,28.0,0,0,0,0,0,83.0,172,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.8660254037844386,0.5000000000000001,0.14
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,False,False,False,False,True,True,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.01875
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.0475
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.14
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.26125
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,8,False,False,True,False,False,False,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.03125
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,8,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.04125
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
6,33,189,29,13.0,32.0,0,2,0,0,2,69.0,167,8,True,False,False,False,False,True,False,False,True,False,False,False,False,True,0.8660254037844386,0.5000000000000001,0.0475
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,True,False,False,False,False,False,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,2,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.26125
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,0.8660254037844386,0.5000000000000001,0.26125
30,29,157,27,6.0,36.0,0,0,1,1,0,75.0,185,16,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.0325
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,False,False,False,False,True,True,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,False,False,False,False,False,False,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,24,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.8660254037844386,0.5000000000000001,0.03125
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,False,False,False,False,True,True,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,False,False,False,False,False,True,False,False,True,False,False,True,False,False,0.8660254037844386,0.5000000000000001,0.08625
34,37,118,10,10.0,28.0,0,0,0,0,0,83.0,172,8,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1.0,6.123233995736766e-17,0.02625
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,16,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.05
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,2,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.14
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.14
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,2,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.14
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,8,True,False,False,False,False,True,False,False,False,False,True,False,False,True,1.0,6.123233995736766e-17,0.0475
17,40,179,22,17.0,25.0,0,2,0,1,0,63.0,170,8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1.0,6.123233995736766e-17,0.0475
23,36,378,49,11.0,29.0,0,2,0,1,4,65.0,174,8,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.0475
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,16,True,False,False,False,False,False,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.14
10,28,361,52,3.0,37.0,0,1,1,0,4,80.0,172,8,False,False,False,False,True,False,False,False,True,False,False,False,False,True,1.0,6.123233995736766e-17,0.0475
13,31,369,17,12.0,34.0,1,3,1,0,0,70.0,169,0,False,False,False,False,True,True,False,False,True,False,False,False,False,True,1.0,6.123233995736766e-17,0.05375
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,8,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1.0,6.123233995736766e-17,0.0075
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,2,False,False,False,False,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,2,True,False,False,False,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,3,False,False,False,True,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.02375
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,8,False,False,False,False,True,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.06875
1,37,235,11,14.0,28.0,1,1,0,0,1,88.0,172,0,False,False,True,False,False,False,False,True,False,False,True,False,False,True,1.0,6.123233995736766e-17,0.05375
24,41,246,25,16.0,24.0,1,0,1,0,0,67.0,170,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.05375
36,50,118,13,18.0,15.0,1,1,1,0,0,98.0,178,0,False,False,True,False,False,False,False,True,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.05375
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,8,False,False,False,False,False,False,False,True,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.14
11,33,289,36,13.0,32.0,0,2,1,0,1,90.0,172,8,False,False,False,False,False,False,False,True,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.0475
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,8,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.05
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,2,False,False,False,True,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.14
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,4,False,False,False,False,True,False,False,True,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.14
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,3,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.14
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,3,True,False,False,False,False,True,False,False,True,False,False,False,False,False,1.0,6.123233995736766e-17,0.26125
18,28,330,16,4.0,37.0,0,0,0,0,0,84.0,182,4,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.04125
13,31,369,17,12.0,34.0,0,3,1,0,0,70.0,169,4,True,False,False,False,False,True,False,False,True,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.0475
33,47,248,25,14.0,18.0,0,2,0,0,1,86.0,165,4,True,False,False,False,False,False,False,True,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.04125
33,47,248,25,14.0,18.0,0,2,0,0,1,86.0,165,4,True,False,False,False,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
18,28,330,16,4.0,37.0,0,0,0,0,0,84.0,182,8,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.26125
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,8,False,False,False,False,True,False,False,True,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.14
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,1,True,False,False,False,False,False,False,True,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.26125
36,50,118,13,18.0,15.0,0,1,1,0,0,98.0,178,120,False,False,False,False,True,False,False,True,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.06875
26,43,300,26,13.0,22.0,0,2,1,1,1,77.0,175,8,False,False,False,False,False,False,False,True,True,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.14
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,4,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.8660254037844387,-0.4999999999999998,0.14
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,4,True,False,False,False,False,False,False,True,True,False,False,True,False,False,0.8660254037844387,-0.4999999999999998,0.14
34,37,118,10,10.0,28.0,0,0,0,0,0,83.0,172,2,False,False,False,False,True,False,False,True,True,False,False,False,False,True,0.8660254037844387,-0.4999999999999998,0.0325
5,43,235,20,13.0,22.0,0,1,1,0,0,106.0,167,16,True,False,False,False,False,False,False,True,True,False,False,False,True,False,0.49999999999999994,-0.8660254037844387,0.06875
33,47,248,25,14.0,18.0,0,2,0,0,1,86.0,165,2,False,False,False,False,True,False,False,True,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.26125
13,31,369,17,12.0,34.0,0,3,1,0,0,70.0,169,8,True,False,False,False,False,True,False,False,True,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.03125
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,3,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0.49999999999999994,-0.8660254037844387,0.26125
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,4,False,False,False,False,True,False,False,True,True,False,False,True,False,False,0.49999999999999994,-0.8660254037844387,0.14
10,28,361,52,3.0,37.0,0,1,1,0,4,80.0,172,1,False,False,True,False,False,False,False,True,True,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.26125
10,28,361,52,3.0,37.0,0,1,1,0,4,80.0,172,1,True,False,False,False,False,True,False,False,True,False,False,False,False,True,1.0,6.123233995736766e-17,0.26125
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,3,False,False,False,False,False,False,False,True,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.14
17,40,179,22,17.0,25.0,0,2,0,1,0,63.0,170,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.0325
17,40,179,22,17.0,25.0,0,2,0,1,0,63.0,170,3,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.0075
9,58,228,14,16.0,7.0,0,2,0,0,1,65.0,172,8,False,False,False,False,True,False,False,True,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.02625
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,3,False,False,False,False,True,False,False,True,True,False,False,False,False,False,0.49999999999999994,-0.8660254037844387,0.03875
18,28,330,16,4.0,37.0,0,0,0,0,0,84.0,182,8,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.06875
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,0.49999999999999994,-0.8660254037844387,0.03875
34,37,118,10,10.0,28.0,0,0,0,0,0,83.0,172,1,True,False,False,False,False,False,False,True,True,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,0.14
1,37,235,11,14.0,28.0,0,1,0,0,1,88.0,172,8,True,False,False,False,False,False,False,True,False,False,True,False,False,True,0.49999999999999994,-0.8660254037844387,0.02
22,30,179,26,9.0,35.0,0,0,0,0,0,56.0,171,3,False,False,False,False,True,False,False,True,False,False,True,False,False,False,0.49999999999999994,-0.8660254037844387,0.26125
34,37,118,10,10.0,28.0,0,0,0,0,0,83.0,172,3,True,False,False,False,False,False,False,True,True,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.26125
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,3,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.14
34,37,118,10,10.0,28.0,0,0,0,0,0,83.0,172,2,False,False,False,True,False,True,False,False,True,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.14
28,28,225,26,9.0,37.0,0,1,0,0,2,69.0,169,4,False,False,True,False,False,False,False,True,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.26125
20,36,260,50,11.0,29.0,0,4,1,0,0,65.0,168,4,False,False,False,False,False,False,False,True,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.14
3,38,179,51,18.0,27.0,1,0,1,0,0,89.0,170,0,False,False,False,False,False,False,False,True,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.05375
3,38,179,51,18.0,27.0,1,0,1,0,0,89.0,170,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,1.0,6.123233995736766e-17,0.26125
15,40,291,31,12.0,25.0,0,1,1,0,1,73.0,171,40,True,False,False,False,False,False,False,True,True,False,False,False,False,True,1.2246467991473532e-16,-1.0,0.06875
3,38,179,51,18.0,27.0,0,0,1,0,0,89.0,170,24,True,False,False,False,False,False,False,True,True,False,False,True,False,False,1.2246467991473532e-16,-1.0,0.14
24,41,246,25,16.0,24.0,0,0,1,0,0,67.0,170,3,False,False,False,True,False,False,False,True,True,False,False,False,False,False,1.2246467991473532e-16,-1.0,0.14
